#Species	Gene_1	Ext_1	Gene_2	Ext_2	Weight
node1	OG6102794_89	h	OG6104306_161	t	0
node1	OG6r15102977_582	h	OG6104033_140	h	0
node1	OG6163783_550	h	OG6162913_533	t	0
node1	OG6124202_402	t	OG6117934_375	h	0
node1	OG6116618_365	h	OG6102836_91	h	0
node1	OG6102303_71	t	OG6124383_409	t	0
node1	OG6132724_478	t	OG6315947_570	t	0
node1	OG6107098_272	h	OG6101766_60	t	0
node1	OG6104310_162	t	OG6132683_472	t	0
node1	OG6106237_244	h	OG6137882_499	t	0
node1	OG6103992_132	h	OG6142321_509	t	0
node1	OG6103257_105	h	OG6105874_235	t	0
node1	OG6109246_328	h	OG6163440_544	h	0
node1	OG6129046_451	t	OG6136563_486	t	0
node1	OG6142273_507	t	OG6126424_425	h	0
node1	OG6112361_350	t	OG6105629_226	h	0
node1	OG6124450_413	t	OG6107806_292	t	0
node1	OG6103955_127	h	OG6105169_202	t	0
node1	OG6136605_487	t	OG6142255_506	h	0
node1	OG6104247_158	t	OG6104247_159	t	0
node1	OG6102830_90	h	OG6141940_503	h	0
node1	OG6108096_302	h	OG6111864_346	h	0
node1	OG6103504_115	t	OG6126582_434	h	0
node1	OG6104329_163	h	OG6124383_409	h	0
node1	OG6107023_268	h	OG6102427_76	h	0
node1	OG6107046_270	h	OG6100878_22	h	0
node1	OG6126300_419	h	OG6124172_399	t	0
node0	OG6110776_335	h	OG6137881_488	h	0
node0	OG6150846_508	t	OG6106917_262	h	0
node0	OG6104480_171	h	OG6162974_525	t	0
node0	OG6109233_320	t	OG6113327_348	t	0
node0	OG6126654_432	h	OG6122583_383	h	0
node0	OG6100894_25	t	OG6105507_216	h	0
node0	OG6105199_199	t	OG6105971_234	t	0
node0	OG6112361_344	t	OG6105629_222	h	0
node0	OG6120926_372	t	OG6120926_373	t	0
node0	OG6106132_238	h	OG6151124_515	h	0
node0	OG6132704_464	t	OG6132704_463	h	0
node0	OG6102830_88	h	OG6141940_493	h	0
node0	OG6105774_229	h	OG6104030_137	h	0
node0	OG6103257_103	h	OG6105117_196	h	0
node0	OG6100653_18	t	OG6101684_56	t	0
node0	OG6103504_113	h	OG6101502_48	h	0
node0	OG6183365_545	t	OG6129238_447	h	0
node0	OG6106571_254	t	OG6102133_66	t	0
node0	OG6109676_327	h	OG6122559_380	t	0
node0	OG6163597_537	t	OG6132639_457	t	0
node0	OG6102384_72	t	OG6150740_506	h	0
node0	OG6129193_445	h	OG6163379_533	t	0
node0	OG6104715_181	t	OG6105165_197	h	0
node0	OG6101423_43	t	OG6101143_35	h	0
node0	OG6102624_80	t	OG6106940_263	t	0
node0	OG6316286_563	t	OG6109618_326	h	0
node0	OG6183989_550	h	OG6106940_263	h	0
node0	OG6105450_215	h	OG6136691_479	t	0
node0	OG6105865_230	h	OG6103652_118	h	0
node0	OG6106541_251	h	OG6104879_187	h	0
node0	OG6103915_125	t	OG6104359_162	h	0
node0	OG6106420_245	t	OG6107391_272	t	0
node0	OG6107572_279	t	OG6105304_202	h	0
node0	OG6107955_292	h	OG6105997_235	h	0
node0	OG6124421_401	t	OG6107098_268	t	0
node0	OG6104247_157	t	OG6104247_156	t	0
node0	OG6102427_75	h	OG6107023_264	h	0
node0	OG6129350_450	t	OG6104188_150	h	0
node0	OG6150894_510	t	OG6112259_342	h	0
node0	OG6101156_36	t	OG6101413_41	t	0
node0	OG6111122_338	h	OG6105891_232	h	0
node0	OG6102617_78	h	OG6104023_136	t	0
node0	OG6110776_335	t	OG6105648_223	t	0
node0	OG6184055_552	h	OG6166633_543	h	0
node0	OG6109176_315	t	OG6106235_239	h	0
node0	OG6105349_206	h	OG6162974_525	h	0
node0	OG6105449_214	t	OG6122518_378	h	0
node0	OG6103992_130	t	OG6136375_469	h	0
node0	OG6104310_160	h	OG6100674_19	h	0
node0	OG6163747_539	h	OG6106249_242	h	0
node0	OG6104079_141	t	OG6109618_326	t	0
node0	OG6112323_343	h	OG6108971_313	h	0
node0	OG6103982_128	t	OG6104772_183	h	0
node0	OG6136764_484	h	OG6126471_419	h	0
node0	OG6104329_161	h	OG6124383_400	h	0
node0	OG6108574_306	t	OG6102656_84	h	0
node0	OG6103034_97	h	OG6162964_524	h	0
node0	OG6109275_323	h	OG6104788_184	h	0
node0	OG6116618_357	t	OG6105557_220	t	0
node0	OG6100923_28	t	OG6105715_226	t	0
node0	OG6126604_427	h	OG6105759_228	h	0
node0	OG6100896_26	t	OG6104541_176	h	0
node0	OG6106474_249	t	OG6126602_426	t	0
node0	OG6130015_452	h	OG6108102_298	h	0
node0	OG6110471_332	h	OG6126602_426	h	0
node0	OG6102303_70	h	OG6102957_94	h	0
node0	OG6136417_470	h	OG6102621_79	t	0
node0	OG6142255_496	t	OG6136765_485	h	0
node0	OG6117798_361	h	OG6151341_519	t	0
node0	OG6136806_486	h	OG6106318_243	t	0
node0	OG6124322_396	t	OG6111930_341	t	0
node0	OG6162719_522	t	OG6315421_555	h	0
node0	OG6106420_245	h	OG6316332_566	t	0
node0	OG6126667_435	h	OG6108499_304	h	0
node0	OG6124330_397	t	OG6124202_393	h	0
node0	OG6132342_454	h	OG6105874_231	t	0
node0	OG6102317_71	t	OG6105169_198	h	0
node0	OG6104216_155	h	OG6105715_226	h	0
node0	OG6108781_312	t	OG6103116_100	h	0
node0	OG6103806_122	t	OG6183306_544	t	0
node0	OG6163783_540	h	OG6162913_523	t	0
node0	OG6101431_44	h	OG6132280_453	h	0
node0	OG6110471_332	t	OG6105083_195	t	0
node0	OG6104562_177	t	OG6142381_501	t	0
node0	OG6106875_260	t	OG6104177_148	t	0
node0	OG6106586_255	t	OG6100220_3	h	0
node0	OG6142273_497	h	OG6163646_538	h	0
node0	OG6316406_569	t	OG6130014_451	t	0
node0	OG6117755_359	t	OG6122523_379	t	0
node0	OG6132704_464	h	OG6163098_529	h	0
node0	OG6104215_154	h	OG6163797_541	t	0
node0	OG6117926_366	h	OG6129046_441	h	0
node0	OG6109712_329	t	OG6108101_297	t	0
node0	OG6103519_114	h	OG6102621_79	h	0
node0	OG6101938_62	h	OG6104136_145	t	0
node0	OG6102999_96	t	OG6163186_530	t	0
node0	OG6136756_483	h	OG6106917_262	t	0
node0	OG6101891_60	h	OG6105165_197	t	0
node0	OG6103652_118	t	OG6104541_176	t	0
node0	OG6163044_526	t	OG6116556_355	t	0
node0	OG6122692_388	t	OG6151243_518	h	0
node0	OG6163821_542	h	OG6128919_436	h	0
node0	OG6126269_408	t	OG6122692_388	h	0
node0	OG6109712_329	h	OG6104527_174	h	0
node0	OG6136756_483	t	OG6111483_339	t	0
node0	OG6101603_51	t	OG6102422_74	t	0
node0	OG6103480_112	t	OG6124339_399	t	0
node0	OG6101596_50	h	OG6132482_455	h	0
node0	OG6136811_487	t	OG6106249_242	t	0
node0	OG6101047_34	h	OG6104823_186	t	0
node0	OG6107190_269	t	OG6163540_536	t	0
node0	OG6117934_367	h	OG6124202_393	t	0
node0	OG6105713_224	h	OG6111046_336	t	0
node0	OG6136605_477	h	OG6126667_435	t	0
node0	OG6106561_253	h	OG6162667_521	h	0
node0	OG6104021_135	h	OG6122624_384	h	0
node0	OG6120819_371	t	OG6104788_184	t	0
node0	OG6126664_434	t	OG6126313_411	t	0
node0	OG6104100_144	h	OG6112849_347	t	0
node0	OG6107572_279	h	OG6107716_280	t	0
node0	OG6103519_114	t	OG6163079_527	h	0
node0	OG6163379_533	h	OG6163211_532	t	0
node0	OG6106237_240	h	OG6137882_489	t	0
node0	OG6103377_109	h	OG6107244_270	t	0
node0	OG6316316_565	t	OG6107978_295	t	0
node0	OG6132684_462	h	OG6150947_511	t	0
node0	OG6315912_559	t	OG6105324_204	h	0
node0	OG6129000_439	h	OG6107244_270	h	0
node0	OG6162913_523	h	OG6126424_415	t	0
node0	OG6113327_348	h	OG6129057_442	h	0
node0	OG6103663_119	h	OG6129296_448	h	0
node0	OG6163783_540	t	OG6129035_440	h	0
node0	OG6101938_62	t	OG6130014_451	h	0
node0	OG6105363_209	h	OG6105564_221	t	0
node0	OG6102134_67	t	OG6102942_93	h	0
node0	OG6100896_26	h	OG6107806_286	h	0
node0	OG6105968_233	t	OG6126624_430	t	0
node0	OG6151074_513	t	OG6103618_117	t	0
node0	OG6100894_24	t	OG6100894_25	h	0
node0	OG6126605_428	t	OG6103999_132	t	0
node0	OG6102384_72	h	OG6142327_500	t	0
node0	OG6104137_146	t	OG6101432_45	h	0
node0	OG6108171_301	h	OG6107540_277	t	0
node0	OG6132655_458	t	OG6108569_305	h	0
node0	OG6316299_564	h	OG6186994_553	t	0
node0	OG6142381_501	h	OG6126624_430	h	0
node0	OG6107740_283	t	OG6124219_394	h	0
node0	OG6117759_360	h	OG6106107_236	t	0
node0	OG6100896_27	h	OG6124450_404	h	0
node0	OG6107740_283	h	OG6122637_385	h	0
node0	OG6107955_292	t	OG6108101_297	h	0
node0	OG6150675_505	t	OG6136691_479	h	0
node0	OG6104373_163	t	OG6107930_290	h	0
node0	OG6122504_377	h	OG6106541_251	t	0
node0	OG6128919_436	t	OG6184039_551	t	0
node0	OG6126618_429	t	OG6132482_455	t	0
node0	OG6101347_40	h	OG6104063_139	t	0
node0	OG6120817_370	t	OG6105450_215	t	0
node0	OG6116556_356	h	OG6102836_89	t	0
node0	OG6100896_27	t	OG6101414_42	t	0
node0	OG6103986_129	h	OG6109487_325	h	0
node0	OG6166633_543	t	OG6124185_392	h	0
node0	OG6103166_101	h	OG6106904_261	t	0
node0	OG6104399_164	t	OG6104310_160	t	0
node0	OG6101039_32	t	OG6100338_5	h	0
node0	OG6132586_456	h	OG6101731_58	t	0
node0	OG6103997_131	h	OG6102942_93	t	0
node0	OG6136764_484	t	OG6104802_185	t	0
node0	OG6108589_309	h	OG6104017_134	h	0
node0	OG6100894_24	h	OG6136685_478	h	0
node0	OG6109243_321	t	OG6163440_534	t	0
node0	OG6105234_201	t	OG6103381_110	h	0
node0	OG6107931_291	t	OG6136448_471	h	0
node0	OG6109676_327	t	OG6100262_4	h	0
node0	OG6108295_302	h	OG6126313_411	h	0
node0	OG6101413_41	h	OG6105349_206	t	0
node0	OG6142078_495	t	OG6102422_74	h	0
node0	OG6183605_546	t	OG6132684_462	t	0
node0	OG6151004_512	h	OG6122582_382	h	0
node0	OG6101673_55	h	OG6109213_318	t	0
node0	OG6111864_340	h	OG6108096_296	h	0
node0	OG6106318_243	h	t_573	o	0
node0	OG6104359_162	t	OG6101684_56	h	0
node0	OG6105199_199	h	OG6163098_529	t	0
node0	OG6126587_425	t	OG6315967_561	h	0
node0	OG6315469_556	h	OG6122693_389	h	0
node0	OG6151237_517	t	OG6105739_227	h	0
node0	OG6105363_209	t	OG6104478_170	t	0
node0	OG6183607_547	h	OG6126618_429	h	0
node0	OG6103877_124	t	OG6109177_316	t	0
node0	OG6142421_502	t	OG6104432_166	t	0
node0	OG6100524_12	h	OG6104250_158	h	0
node0	OG6105117_196	t	OG6103101_99	t	0
node0	OG6100957_29	h	OG6101766_59	h	0
node0	OG6122578_381	t	OG6163211_532	h	0
node0	OG6126439_416	t	OG6101432_45	t	0
node0	OG6102674_85	t	OG6106460_247	h	0
node0	OG6114783_352	t	OG6107516_276	h	0
node0	OG6107806_286	t	OG6124450_404	t	0
node0	OG6100445_8	t	OG6113402_349	t	0
node0	OG6120819_371	h	OG6105414_212	t	0
node0	OG6162667_521	t	OG6315797_557	h	0
node0	OG6106611_256	h	OG6104643_180	t	0
node0	OG6109213_318	h	OG6100782_22	h	0
node0	OG6124301_395	t	OG6104189_151	t	0
node0	OG6315872_558	t	OG6105219_200	h	0
node0	OG6316286_563	h	OG6104189_151	h	0
node0	OG6103116_100	t	OG6106124_237	t	0
node0	OG6106435_246	h	OG6106132_238	t	0
node0	OG6102385_73	h	OG6132639_457	h	0
node0	OG6315872_558	h	OG6102133_66	h	0
node0	OG6105234_201	h	OG6102627_81	h	0
node0	OG6124468_406	t	OG6153341_520	t	0
node0	OG6315947_560	h	OG6141943_494	h	0
node0	OG6101766_59	t	OG6107098_268	h	0
node0	OG6141940_493	t	OG6100154_0	h	0
node0	OG6101650_53	t	OG6104802_185	h	0
node0	OG6108363_303	t	OG6101596_50	t	0
node0	OG6112753_345	h	OG6104212_153	h	0
node0	OG6136744_482	h	OG6100515_11	h	0
node0	OG6102655_83	t	OG6122624_384	t	0
node0	OG6107739_282	h	OG6105533_219	h	0
node0	OG6109218_319	t	OG6136744_482	t	0
node0	OG6107978_295	h	OG6106107_236	h	0
node0	OG6106435_246	t	OG6106611_256	t	0
node0	OG6104147_147	t	OG6108144_300	t	0
node0	OG6136806_486	t	OG6117820_363	t	0
node0	OG6132723_467	t	OG6100998_31	t	0
node0	OG6132655_458	h	OG6107420_275	h	0
node0	OG6103598_115	h	OG6103598_116	t	0
node0	OG6109246_322	h	OG6163440_534	h	0
node0	OG6163097_528	h	OG6132704_463	t	0
node0	OG6109902_330	h	OG6104460_169	h	0
node0	OG6107907_287	t	OG6104772_183	t	0
node0	OG6141913_491	h	OG6132280_453	t	0
node0	OG6126402_414	h	OG6163044_526	h	0
node0	OG6124301_395	h	OG6104250_158	t	0
node0	OG6129298_449	t	OG6104093_142	t	0
node0	OG6108589_309	t	OG6103358_108	h	0
node0	OG6117798_361	t	OG6109177_316	h	0
node0	OG6106240_241	h	OG6105774_229	t	0
node0	OG6120926_372	h	OG6112323_343	t	0
node0	OG6315469_556	t	OG6316334_567	h	0
node0	OG6142327_500	h	OG6107023_264	t	0
node0	OG6124338_398	t	OG6105380_211	h	0
node0	OG6102830_88	t	OG6163447_535	h	0
node0	OG6129298_449	h	OG6105514_217	t	0
node0	OG6103358_108	t	OG6103358_107	t	0
node0	OG6101193_38	t	OG6101731_57	t	0
node0	OG6126300_409	t	OG6108144_300	h	0
node0	OG6122518_378	t	OG6109902_330	t	0
node0	OG6101650_53	h	OG6104715_181	h	0
node0	OG6124484_407	h	OG6315421_555	t	0
node0	OG6107914_288	t	OG6104879_187	t	0
node0	OG6106710_258	h	OG6126499_421	t	0
node0	OG6104609_179	t	OG6315972_562	t	0
node0	OG6117846_364	h	OG6126375_412	h	0
node0	OG6104562_177	h	OG6109233_320	h	0
node0	OG6132709_465	t	OG6111046_336	h	0
node0	OG6126664_434	h	OG6137881_488	t	0
node0	OG6107739_282	t	OG6107914_288	h	0
node0	OG6106710_258	t	OG6107420_275	t	0
node0	OG6427661_571	h	OG6184039_551	h	0
node0	OG6102986_95	t	OG6103788_121	t	0
node0	OG6107046_266	t	OG6105629_222	t	0
node0	OG6183943_549	h	OG6105064_194	t	0
node0	OG6104609_179	h	OG6128920_437	t	0
node0	OG6126471_419	t	OG6136702_481	t	0
node0	OG6100154_0	t	OG6150892_509	h	0
node0	OG6136555_475	t	OG6151243_518	t	0
node0	OG6316316_565	h	OG6100923_28	h	0
node0	OG6103955_126	h	OG6100957_29	t	0
node0	OG6106472_248	h	OG6104030_137	t	0
node0	OG6105514_217	h	OG6141943_494	t	0
node0	OG6102627_82	h	OG6136537_474	h	0
node0	OG6100445_10	h	OG6183306_544	h	0
node0	OG6104100_144	t	OG6100220_2	h	0
node0	OG6101047_34	t	OG6104212_153	t	0
node0	OG6120817_370	h	OG6102059_65	h	0
node0	OG6102242_69	t	OG6106240_241	t	0
node0	OG6151341_519	h	OG6315972_562	h	0
node0	OG6126605_428	h	OG6122582_382	t	0
node0	OG6104478_170	h	OG6108585_307	h	0
node0	OG6107758_285	t	OG6132683_461	h	0
node0	OG6108692_310	h	OG6116713_358	h	0
node0	OG6116556_356	t	OG6117846_364	t	0
node0	OG6104434_167	t	OG6104098_143	t	0
node0	OG6316440_570	h	OG6104448_168	t	0
node0	OG6109207_317	h	OG6104013_133	h	0
node0	OG6101672_54	h	OG6124339_399	h	0
node0	OG6162964_524	t	OG6105713_224	t	0
node0	OG6100598_15	h	OG6105334_205	t	0
node0	OG6316334_567	t	OG6103812_123	t	0
node0	OG6104399_164	h	OG6163097_528	t	0
node0	OG6119325_368	t	OG6111930_341	h	0
node0	OG6109176_315	h	OG6102557_77	t	0
node0	OG6102019_64	h	OG6132719_466	t	0
node0	OG6162719_522	h	OG6315797_557	t	0
node0	OG6117820_362	t	OG6117820_363	h	0
node0	OG6108764_311	h	OG6106124_237	h	0
node0	OG6103034_97	t	OG6105713_225	t	0
node0	OG6104021_135	t	OG6104136_145	h	0
node0	OG6163200_531	h	OG6107540_277	h	0
node0	OG6103473_111	t	OG6106476_250	h	0
node0	OG6109443_324	t	OG6129296_448	t	0
node0	OG6126445_417	t	OG6129118_444	t	0
node0	OG6103955_126	t	OG6126654_433	t	0
node0	OG6103915_125	h	OG6183803_548	h	0
node0	OG6100998_31	h	OG6122693_389	t	0
node0	OG6102882_91	t	OG6104190_152	t	0
node0	OG6141913_491	t	OG6111120_337	t	0
node0	OG6106474_249	h	OG6102957_94	t	0
node0	OG6102317_71	h	OG6124219_394	t	0
node0	OG6163200_531	t	OG6102235_68	h	0
node0	OG6126401_413	t	OG6105319_203	h	0
node0	OG6100445_8	h	OG6104182_149	h	0
node0	OG6104609_178	t	OG6128920_437	h	0
node0	OG6116553_354	t	OG6104403_165	h	0
node0	OG6103099_98	h	OG6108102_298	t	0
node0	OG6126654_433	h	OG6126654_431	t	0
node0	OG6104525_173	h	OG6102890_92	h	0
node0	OG6r15102977_572	t	OG6114034_350	t	0
node0	OG6108140_299	h	OG6109711_328	t	0
node0	OG6124423_402	t	OG6105083_195	h	0
node0	OG6142078_495	h	OG6150892_509	t	0
node0	OG6100731_21	t	OG6117934_367	t	0
node0	OG6136534_473	h	OG6104898_189	h	0
node0	OG6119485_369	t	OG6111120_337	h	0
node0	OG6124179_391	h	OG6103358_107	h	0
node0	OG6124179_391	t	OG6103261_104	t	0
node0	OG6107190_269	h	OG6100731_21	h	0
node0	OG6100220_2	t	OG6106364_244	t	0
node0	OG6108140_299	t	OG6104071_140	t	0
node0	OG6136685_478	t	OG6132656_459	h	0
node0	OG6104033_138	t	t_574	o	0
node0	OG6100592_14	h	OG6122504_377	t	0
node0	OG6108764_311	t	OG6100528_13	t	0
node0	OG6151074_513	h	OG6129000_439	t	0
node0	OG6112753_345	t	OG6186994_553	h	0
node0	OG6103965_127	h	OG6104071_140	h	0
node0	OG6129065_443	h	OG6114034_350	h	0
node0	OG6315912_559	h	OG6136523_472	h	0
node0	OG6108574_306	h	OG6103377_109	t	0
node0	OG6104147_147	h	OG6126529_422	h	0
node0	OG6126300_409	h	OG6124172_390	t	0
node0	OG6101347_40	t	OG6142480_503	h	0
node0	OG6105527_218	h	OG6105040_191	h	0
node0	OG6124421_401	h	OG6104887_188	h	0
node0	OG6101431_44	t	OG6105507_216	t	0
node0	OG6129065_443	t	OG6126375_412	t	0
node0	OG6187221_554	t	OG6103618_117	h	0
node0	OG6122647_387	h	OG6103261_104	h	0
node0	OG6150675_505	h	OG6112839_346	h	0
node0	OG6104215_154	t	OG6102627_81	t	0
node0	OG6107032_265	t	OG6106904_261	h	0
node0	OG6103997_131	t	OG6105053_193	h	0
node0	OG6102242_69	h	OG6100626_16	t	0
node0	OG6104373_163	h	OG6107727_281	h	0
node0	OG6132656_459	t	OG6101257_39	h	0
node0	OG6132342_454	t	OG6102557_77	h	0
node0	OG6102794_87	h	OG6104306_159	t	0
node0	OG6103598_115	t	OG6105219_200	t	0
node0	OG6103747_120	t	OG6108295_302	t	0
node0	OG6101604_52	t	OG6136417_470	t	0
node0	OG6106364_244	h	OG6104177_148	h	0
node0	OG6151237_517	h	OG6102627_82	t	0
node0	OG6104535_175	t	OG6101456_46	h	0
node0	OG6100220_3	t	OG6106571_254	h	0
node0	OG6104188_150	t	OG6150742_507	t	0
node0	OG6112259_342	t	OG6101045_33	t	0
node0	OG6109443_324	h	OG6136537_474	t	0
node0	OG6117820_362	h	OG6107399_273	t	0
node0	OG6126402_414	t	OG6126401_413	h	0
node0	OG6106237_240	t	OG6102617_78	t	0
node0	OG6103326_106	t	OG6316345_568	h	0
node0	OG6104525_173	t	OG6108585_307	t	0
node0	OG6101143_35	t	OG6163079_527	t	0
node0	OG6104306_159	h	OG6316440_570	t	0
node0	OG6112849_347	h	OG6116553_354	h	0
node0	OG6107413_274	h	OG6108587_308	t	0
node0	OG6103747_120	h	OG6122647_387	t	0
node0	OG6105368_210	h	OG6107931_291	h	0
node0	OG6109275_323	t	OG6132719_466	h	0
node0	OG6102794_87	t	OG6106875_260	h	0
node0	OG6136695_480	h	OG6132586_456	t	0
node0	OG6115555_353	h	OG6100515_11	t	0
node0	OG6132724_468	t	OG6315947_560	t	0
node0	OG6103598_116	h	OG6103264_105	h	0
node0	OG6102427_75	t	OG6102059_65	t	0
node0	OG6126475_420	h	OG6107564_278	t	0
node0	OG6129233_446	t	OG6142484_504	t	0
node0	OG6142421_502	h	OG6105971_234	h	0
node0	OG6124431_403	h	OG6124172_390	h	0
node0	OG6107975_294	t	OG6107917_289	h	0
node0	OG6102503_76	h	OG6126604_427	t	0
node0	OG6105304_202	t	OG6100524_12	t	0
node0	OG6111122_338	t	OG6101571_49	h	0
node0	OG6114651_351	t	OG6104725_182	t	0
node0	OG6114783_352	h	OG6136375_469	t	0
node0	OG6104063_139	h	OG6150742_507	h	0
node0	OG6102655_83	h	OG6110740_333	h	0
node0	OG6106561_253	t	OG6163797_541	h	0
node0	OG6109711_328	h	OG6104507_172	h	0
node0	OG6106561_252	t	OG6129118_444	h	0
node0	OG6108569_305	t	OG6104823_186	h	0
node0	OG6108363_303	h	OG6106586_255	h	0
node0	OG6106742_259	t	OG6107716_280	h	0
node0	OG6183365_545	h	OG6163747_539	t	0
node0	OG6104023_136	h	OG6153341_520	h	0
node0	OG6101497_47	t	OG6109017_314	t	0
node0	OG6101497_47	h	OG6105368_210	t	0
node0	OG6103264_105	t	OG6114651_351	h	0
node0	OG6141938_492	h	OG6104887_188	t	0
node0	OG6122646_386	h	OG6104098_143	h	0
node0	OG6101604_52	h	OG6137882_489	h	0
node0	OG6104216_155	t	OG6107564_278	h	0
node0	OG6124431_403	t	OG6142298_498	t	0
node0	OG6102134_67	h	OG6102890_92	t	0
node0	OG6107727_281	t	OG6101891_60	t	0
node0	OG6103504_113	t	OG6126582_424	h	0
node0	OG6103877_124	h	OG6100782_22	t	0
node0	OG6102303_70	t	OG6124383_400	t	0
node0	OG6106561_252	h	OG6151144_516	h	0
node0	OG6316406_569	h	OG6106616_257	h	0
node0	OG6104079_141	h	OG6105334_205	h	0
node0	OG6103099_98	t	OG6126582_424	t	0
node0	OG6151102_514	h	OG6101502_48	t	0
node0	OG6126551_423	h	OG6100262_4	t	0
node0	OG6101672_54	t	OG6105648_223	h	0
node0	OG6103812_123	h	OG6129057_442	t	0
node0	OG6101169_37	h	OG6150846_508	h	0
node0	OG6103986_129	t	OG6100878_23	t	0
node0	OG6108781_312	h	OG6142321_499	h	0
node0	OG6103166_101	t	OG6117865_365	t	0
node0	OG6126301_410	t	OG6102235_68	t	0
node0	OG6107975_294	h	OG6101045_33	h	0
node0	OG6107742_284	h	OG6100679_20	t	0
node0	OG6183943_549	t	OG6105527_218	t	0
node0	OG6112839_346	t	OG6104137_146	h	0
node0	OG6136765_485	t	OG6104013_133	t	0
node0	OG6120961_375	h	OG6151124_515	t	0
node0	OG6105997_235	t	OG6122583_383	t	0
node0	OG6104247_156	h	OG6163540_536	h	0
node0	OG6150894_510	h	OG6104898_189	t	0
node0	OG6122559_380	h	OG6105874_231	h	0
node0	OG6126445_417	h	OG6101169_37	t	0
node0	OG6103101_99	h	OG6101414_42	h	0
node0	OG6100338_5	t	OG6107907_287	h	0
node0	OG6101919_61	t	OG6105044_192	h	0
node0	OG6128985_438	t	OG6102852_90	t	0
node0	OG6100592_14	t	OG6108096_296	t	0
node0	OG6105354_207	h	OG6126269_408	h	0
node0	OG6105865_230	t	OG6103218_102	h	0
node0	OG6151102_514	t	OG6107758_285	h	0
node0	OG6101919_61	h	OG6108171_301	t	0
node0	OG6113402_349	h	OG6104448_168	h	0
node0	OG6105414_212	h	OG6105053_193	t	0
node0	OG6126424_415	h	OG6142273_497	t	0
node0	OG6132723_467	h	OG6100653_18	h	0
node0	OG6124468_406	h	OG6111864_340	t	0
node0	OG6105564_221	h	OG6142484_504	h	0
node0	OG6101731_57	h	OG6101731_58	h	0
node0	OG6107046_266	h	OG6100878_23	h	0
node0	OG6183605_546	h	OG6100435_7	h	0
node0	OG6183607_547	t	OG6136702_481	h	0
node0	OG6104535_175	h	OG6r15102977_572	h	0
node0	OG6101603_51	h	OG6102624_80	h	0
node0	OG6105380_211	t	OG6101456_46	t	0
node0	OG6102999_96	h	OG6105557_220	h	0
node0	OG6106742_259	h	OG6103663_119	t	0
node0	OG6102674_85	h	OG6101039_32	h	0
node0	OG6124423_402	h	OG6163447_535	t	0
node0	OG6109207_317	t	OG6104190_152	h	0
node0	OG6129350_450	h	OG6104093_142	h	0
node0	OG6100598_15	t	OG6124322_396	h	0
node0	OG6104247_157	h	OG6141938_492	t	0
node0	OG6126529_422	t	OG6105324_204	t	0
node0	OG6126439_416	h	OG6109218_319	h	0
node0	OG6183803_548	t	OG6109017_314	h	0
node0	OG6136605_477	t	OG6142255_496	h	0
node0	OG6150947_511	h	OG6105040_191	t	0
node0	OG6105431_213	t	OG6129046_441	t	0
node0	OG6117755_359	h	OG6116713_358	t	0
node0	OG6120961_375	t	OG6106616_257	t	0
node0	OG6104017_134	t	OG6107366_271	h	0
node0	OG6120953_374	t	OG6102019_64	t	0
node0	OG6105044_192	t	OG6104480_171	t	0
node0	OG6136811_487	h	OG6101257_39	t	0
node0	OG6104460_169	t	OG6102852_90	h	0
node0	OG6121038_376	t	OG6105759_228	t	0
node0	OG6108587_308	h	OG6316345_568	t	0
node0	OG6107078_267	h	OG6103965_127	t	0
node0	OG6103473_111	h	OG6132709_465	h	0
node0	OG6116618_357	h	OG6102836_89	h	0
node0	OG6108692_310	t	OG6116556_355	h	0
node0	OG6141871_490	h	OG6142480_503	t	0
node0	OG6136563_476	t	OG6105739_227	t	0
node0	OG6100626_16	h	OG6103381_110	t	0
node0	OG6121038_376	h	OG6100435_7	t	0
node0	OG6126654_432	t	OG6126654_431	h	0
node0	OG6117759_360	t	OG6104182_149	t	0
node0	OG6103982_128	h	OG6129035_440	t	0
node0	OG6102503_76	t	OG6104507_172	t	0
node0	OG6109246_322	t	OG6100189_1	h	0
node0	OG6136563_476	h	OG6136534_473	t	0
node0	OG6102986_95	h	OG6100391_6	h	0
node0	OG6100445_9	h	OG6100445_10	t	0
node0	OG6120953_374	h	OG6104725_182	h	0
node0	OG6132657_460	h	OG6427661_571	t	0
node0	OG6101423_43	h	OG6107413_274	t	0
node0	OG6105362_208	h	OG6109243_321	h	0
node0	OG6101193_38	h	OG6105319_203	t	0
node0	OG6100445_9	t	OG6107516_276	t	0
node0	OG6103218_102	t	OG6136555_475	h	0
node0	OG6100986_30	h	OG6126460_418	t	0
node0	OG6107917_289	t	OG6106235_239	t	0
node0	OG6105449_214	h	OG6100679_20	h	0
node0	OG6101944_63	t	OG6105891_232	t	0
node0	OG6102656_84	t	OG6100651_17	h	0
node0	OG6101944_63	h	OG6119325_368	h	0
node0	OG6107032_265	h	OG6129233_446	h	0
node0	OG6132657_460	t	OG6136695_480	t	0
node0	OG6109920_331	t	OG6151004_512	t	0
node0	OG6122646_386	t	OG6128985_438	h	0
node0	OG6104979_190	h	OG6126587_425	h	0
node0	OG6103806_122	h	OG6110753_334	t	0
node0	OG6102882_91	h	OG6109487_325	t	0
node0	OG6100651_17	t	OG6104329_161	t	0
node0	OG6104432_166	h	OG6124464_405	h	0
node0	OG6108971_313	t	OG6112361_344	h	0
node0	OG6126475_420	t	OG6163597_537	h	0
