# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesaquasalisidAnoAquaMGQ19.faa	AnophelesatroparvusEBRO.faa	AnophelescruziiidAnoCruzASRS3206.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa	AnophelesmouchetiidAnoMoucSNF2007.faa
7	13	0.12	AnophelesalbimanusSTECLA|AALB002785,AnophelesalbimanusSTECLA|AALB016069	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012392	AnophelesatroparvusEBRO|AATE012922,AnophelesatroparvusEBRO|AATE013278	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011351,AnophelescruziiidAnoCruzASRS3206|AcruBR1000005394	AnophelesfunestusFUMOZ|AFUN002455,AnophelesfunestusFUMOZ|AFUN015821	AnophelesgambiaePEST|AGAP003722,AnophelesgambiaePEST|AGAP003721	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009116,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013973
7	13	0.118	AnophelesalbimanusSTECLA|AALB004441,AnophelesalbimanusSTECLA|AALB006098	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002202	AnophelesatroparvusEBRO|AATE002352,AnophelesatroparvusEBRO|AATE019090	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001743,AnophelescruziiidAnoCruzASRS3206|AcruBR1000010284	AnophelesfunestusFUMOZ|AFUN004794,AnophelesfunestusFUMOZ|AFUN020248	AnophelesgambiaePEST|AGAP005773,AnophelesgambiaePEST|AGAP005904	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007096,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012573
7	13	0.113	AnophelesalbimanusSTECLA|AALB009913,AnophelesalbimanusSTECLA|AALB007650	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005912	AnophelesatroparvusEBRO|AATE008179,AnophelesatroparvusEBRO|AATE008229	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002523,AnophelescruziiidAnoCruzASRS3206|AcruBR1000001631	AnophelesfunestusFUMOZ|AFUN010725,AnophelesfunestusFUMOZ|AFUN011593	AnophelesgambiaePEST|AGAP009984,AnophelesgambiaePEST|AGAP000704	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002667,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002759
7	13	0.111	AnophelesalbimanusSTECLA|AALB015537,AnophelesalbimanusSTECLA|AALB015536	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010953	AnophelesatroparvusEBRO|AATE020058,AnophelesatroparvusEBRO|AATE021055	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007070,AnophelescruziiidAnoCruzASRS3206|AcruBR1000011753	AnophelesfunestusFUMOZ|AFUN015993,AnophelesfunestusFUMOZ|AFUN015992	AnophelesgambiaePEST|AGAP002418,AnophelesgambiaePEST|AGAP012957	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011808,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008879
7	13	0.11	AnophelesalbimanusSTECLA|AALB005771	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002516,AnophelesaquasalisidAnoAquaMGQ19|AAQUA012371	AnophelesatroparvusEBRO|AATE003560,AnophelesatroparvusEBRO|AATE019384	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002929,AnophelescruziiidAnoCruzASRS3206|AcruBR1000003010	AnophelesfunestusFUMOZ|AFUN004589,AnophelesfunestusFUMOZ|AFUN021044	AnophelesgambiaePEST|AGAP005980,AnophelesgambiaePEST|AGAP007572	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013832,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013409
7	13	0.108	AnophelesalbimanusSTECLA|AALB007396	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001678,AnophelesaquasalisidAnoAquaMGQ19|AAQUA007424	AnophelesatroparvusEBRO|AATE010266,AnophelesatroparvusEBRO|AATE006425	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008818,AnophelescruziiidAnoCruzASRS3206|AcruBR1000006157	AnophelesfunestusFUMOZ|AFUN022278,AnophelesfunestusFUMOZ|AFUN022276	AnophelesgambiaePEST|AGAP013161,AnophelesgambiaePEST|AGAP002377	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006674,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010519
7	13	0.108	AnophelesalbimanusSTECLA|AALB015554,AnophelesalbimanusSTECLA|AALB001939	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005550	AnophelesatroparvusEBRO|AATE008741	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007016,AnophelescruziiidAnoCruzASRS3206|AcruBR1000008087	AnophelesfunestusFUMOZ|AFUN015951,AnophelesfunestusFUMOZ|AFUN003072	AnophelesgambiaePEST|AGAP009857,AnophelesgambiaePEST|AGAP009858	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005371,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010659,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010153
7	13	0.106	AnophelesalbimanusSTECLA|AALB007271	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002803,AnophelesaquasalisidAnoAquaMGQ19|AAQUA003415	AnophelesatroparvusEBRO|AATE013013	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006063,AnophelescruziiidAnoCruzASRS3206|AcruBR1000009627	AnophelesfunestusFUMOZ|AFUN003218,AnophelesfunestusFUMOZ|AFUN011302,AnophelesfunestusFUMOZ|AFUN019230	AnophelesgambiaePEST|AGAP003134,AnophelesgambiaePEST|AGAP012184	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013898,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004543
7	13	0.106	AnophelesalbimanusSTECLA|AALB007709	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003324,AnophelesaquasalisidAnoAquaMGQ19|AAQUA010905	AnophelesatroparvusEBRO|AATE007876,AnophelesatroparvusEBRO|AATE013972	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005317,AnophelescruziiidAnoCruzASRS3206|AcruBR1000011432	AnophelesfunestusFUMOZ|AFUN011825,AnophelesfunestusFUMOZ|AFUN008164	AnophelesgambiaePEST|AGAP008109,AnophelesgambiaePEST|AGAP000485	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002296,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007219
7	13	0.106	AnophelesalbimanusSTECLA|AALB017725	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001740,AnophelesaquasalisidAnoAquaMGQ19|AAQUA012397	AnophelesatroparvusEBRO|AATE004935	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001998,AnophelescruziiidAnoCruzASRS3206|AcruBR1000011452	AnophelesfunestusFUMOZ|AFUN019561,AnophelesfunestusFUMOZ|AFUN021162,AnophelesfunestusFUMOZ|AFUN019055	AnophelesgambiaePEST|AGAP003729,AnophelesgambiaePEST|AGAP010609	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012556,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002322
7	13	0.103	AnophelesalbimanusSTECLA|AALB000547,AnophelesalbimanusSTECLA|AALB001178	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006397,AnophelesaquasalisidAnoAquaMGQ19|AAQUA002054	AnophelesatroparvusEBRO|AATE008180	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011157,AnophelescruziiidAnoCruzASRS3206|AcruBR1000005085	AnophelesfunestusFUMOZ|AFUN001807,AnophelesfunestusFUMOZ|AFUN008224	AnophelesgambiaePEST|AGAP008817,AnophelesgambiaePEST|AGAP028200	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005863,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004107
7	13	0.1	AnophelesalbimanusSTECLA|AALB001066	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010263,AnophelesaquasalisidAnoAquaMGQ19|AAQUA011434	AnophelesatroparvusEBRO|AATE003888,AnophelesatroparvusEBRO|AATE019111	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004549,AnophelescruziiidAnoCruzASRS3206|AcruBR1000009714	AnophelesfunestusFUMOZ|AFUN010623,AnophelesfunestusFUMOZ|AFUN019895	AnophelesgambiaePEST|AGAP029986,AnophelesgambiaePEST|AGAP007008	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008793,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013800
7	12	0.5	AnophelesalbimanusSTECLA|AALB006563,AnophelesalbimanusSTECLA|AALB008970	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012319	AnophelesatroparvusEBRO|AATE016830	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000012,AnophelescruziiidAnoCruzASRS3206|AcruBR1000006347	AnophelesfunestusFUMOZ|AFUN006816,AnophelesfunestusFUMOZ|AFUN021394	AnophelesgambiaePEST|AGAP002346,AnophelesgambiaePEST|AGAP000655	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010565,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000921
7	12	0.485	AnophelesalbimanusSTECLA|AALB015691,AnophelesalbimanusSTECLA|AALB015687	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001601,AnophelesaquasalisidAnoAquaMGQ19|AAQUA010366,AnophelesaquasalisidAnoAquaMGQ19|AAQUA010324,AnophelesaquasalisidAnoAquaMGQ19|AAQUA007959	AnophelesatroparvusEBRO|AATE009664	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008959	AnophelesfunestusFUMOZ|AFUN015753	AnophelesgambiaePEST|AGAP003911,AnophelesgambiaePEST|AGAP003913	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010591
7	12	0.235	AnophelesalbimanusSTECLA|AALB008056,AnophelesalbimanusSTECLA|AALB002942	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000039,AnophelesaquasalisidAnoAquaMGQ19|AAQUA006532,AnophelesaquasalisidAnoAquaMGQ19|AAQUA000676	AnophelesatroparvusEBRO|AATE007646	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002375	AnophelesfunestusFUMOZ|AFUN003913	AnophelesgambiaePEST|AGAP001766,AnophelesgambiaePEST|AGAP001769	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003972,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007782
7	12	0.185	AnophelesalbimanusSTECLA|AALB001294	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003303	AnophelesatroparvusEBRO|AATE005073,AnophelesatroparvusEBRO|AATE005628	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002086	AnophelesfunestusFUMOZ|AFUN016578,AnophelesfunestusFUMOZ|AFUN016579	AnophelesgambiaePEST|AGAP009220,AnophelesgambiaePEST|AGAP009214,AnophelesgambiaePEST|AGAP011325	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004322,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012380
7	12	0.167	AnophelesalbimanusSTECLA|AALB017749	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008558,AnophelesaquasalisidAnoAquaMGQ19|AAQUA007571,AnophelesaquasalisidAnoAquaMGQ19|AAQUA006634,AnophelesaquasalisidAnoAquaMGQ19|AAQUA005422	AnophelesatroparvusEBRO|AATE018378	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006240	AnophelesfunestusFUMOZ|AFUN019799,AnophelesfunestusFUMOZ|AFUN019414,AnophelesfunestusFUMOZ|AFUN019347	AnophelesgambiaePEST|AGAP013186	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002773
7	12	0.163	AnophelesalbimanusSTECLA|AALB005906,AnophelesalbimanusSTECLA|AALB006538	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002335,AnophelesaquasalisidAnoAquaMGQ19|AAQUA000756	AnophelesatroparvusEBRO|AATE010589	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008043	AnophelesfunestusFUMOZ|AFUN010848,AnophelesfunestusFUMOZ|AFUN006688	AnophelesgambiaePEST|AGAP005336,AnophelesgambiaePEST|AGAP000923	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004986,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005961
7	12	0.153	AnophelesalbimanusSTECLA|AALB005680,AnophelesalbimanusSTECLA|AALB006809	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006190	AnophelesatroparvusEBRO|AATE019817	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001642,AnophelescruziiidAnoCruzASRS3206|AcruBR1000004783	AnophelesfunestusFUMOZ|AFUN020132,AnophelesfunestusFUMOZ|AFUN020406	AnophelesgambiaePEST|AGAP006668,AnophelesgambiaePEST|AGAP000399	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004101,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004583
7	12	0.153	AnophelesalbimanusSTECLA|AALB009501	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006546	AnophelesatroparvusEBRO|AATE021138,AnophelesatroparvusEBRO|AATE010688	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002800,AnophelescruziiidAnoCruzASRS3206|AcruBR1000006112	AnophelesfunestusFUMOZ|AFUN021610,AnophelesfunestusFUMOZ|AFUN021611	AnophelesgambiaePEST|AGAP003275,AnophelesgambiaePEST|AGAP003274	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006286,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001495
7	12	0.149	AnophelesalbimanusSTECLA|AALB005907	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004023,AnophelesaquasalisidAnoAquaMGQ19|AAQUA002223	AnophelesatroparvusEBRO|AATE001439,AnophelesatroparvusEBRO|AATE006471	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004156	AnophelesfunestusFUMOZ|AFUN010849,AnophelesfunestusFUMOZ|AFUN007478	AnophelesgambiaePEST|AGAP006414,AnophelesgambiaePEST|AGAP005339	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011195,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013228
7	12	0.139	AnophelesalbimanusSTECLA|AALB001305,AnophelesalbimanusSTECLA|AALB003274	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007007	AnophelesatroparvusEBRO|AATE003612,AnophelesatroparvusEBRO|AATE004070	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003294,AnophelescruziiidAnoCruzASRS3206|AcruBR1000009621	AnophelesfunestusFUMOZ|AFUN019637	AnophelesgambiaePEST|AGAP008279,AnophelesgambiaePEST|AGAP006278	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001175,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001522
7	12	0.134	AnophelesalbimanusSTECLA|AALB004858	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000577,AnophelesaquasalisidAnoAquaMGQ19|AAQUA009713,AnophelesaquasalisidAnoAquaMGQ19|AAQUA005064	AnophelesatroparvusEBRO|AATE012076,AnophelesatroparvusEBRO|AATE004880	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003094	AnophelesfunestusFUMOZ|AFUN021796	AnophelesgambiaePEST|AGAP004832,AnophelesgambiaePEST|AGAP007061	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005556,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000140
7	12	0.132	AnophelesalbimanusSTECLA|AALB006337	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002964	AnophelesatroparvusEBRO|AATE011237,AnophelesatroparvusEBRO|AATE017789	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000379,AnophelescruziiidAnoCruzASRS3206|AcruBR1000012397	AnophelesfunestusFUMOZ|AFUN020752,AnophelesfunestusFUMOZ|AFUN007292	AnophelesgambiaePEST|AGAP004775,AnophelesgambiaePEST|AGAP000887	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009377,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007281
7	12	0.132	AnophelesalbimanusSTECLA|AALB007640	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004069	AnophelesatroparvusEBRO|AATE006093,AnophelesatroparvusEBRO|AATE001483	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012347,AnophelescruziiidAnoCruzASRS3206|AcruBR1000002154	AnophelesfunestusFUMOZ|AFUN002430,AnophelesfunestusFUMOZ|AFUN007294	AnophelesgambiaePEST|AGAP013001,AnophelesgambiaePEST|AGAP000885	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010506,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011950
7	12	0.132	AnophelesalbimanusSTECLA|AALB007696	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008408	AnophelesatroparvusEBRO|AATE007393,AnophelesatroparvusEBRO|AATE001740	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007239,AnophelescruziiidAnoCruzASRS3206|AcruBR1000006604	AnophelesfunestusFUMOZ|AFUN001327,AnophelesfunestusFUMOZ|AFUN006969	AnophelesgambiaePEST|AGAP010854,AnophelesgambiaePEST|AGAP000137	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013037,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007055
7	12	0.132	AnophelesalbimanusSTECLA|AALB009184	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005248,AnophelesaquasalisidAnoAquaMGQ19|AAQUA003464	AnophelesatroparvusEBRO|AATE019538,AnophelesatroparvusEBRO|AATE002852	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007963	AnophelesfunestusFUMOZ|AFUN007827,AnophelesfunestusFUMOZ|AFUN020879	AnophelesgambiaePEST|AGAP003235,AnophelesgambiaePEST|AGAP029646	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001048,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000966
7	12	0.129	AnophelesalbimanusSTECLA|AALB005936	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007782	AnophelesatroparvusEBRO|AATE004797	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000989,AnophelescruziiidAnoCruzASRS3206|AcruBR1000006958	AnophelesfunestusFUMOZ|AFUN021037,AnophelesfunestusFUMOZ|AFUN021038	AnophelesgambiaePEST|AGAP007079,AnophelesgambiaePEST|AGAP007078	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004771,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008546,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005928
7	12	0.128	AnophelesalbimanusSTECLA|AALB006734	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007148	AnophelesatroparvusEBRO|AATE009764	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007617,AnophelescruziiidAnoCruzASRS3206|AcruBR1000009065	AnophelesfunestusFUMOZ|AFUN022326,AnophelesfunestusFUMOZ|AFUN019317,AnophelesfunestusFUMOZ|AFUN009469	AnophelesgambiaePEST|AGAP003553,AnophelesgambiaePEST|AGAP001064	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004725,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013020
7	12	0.125	AnophelesalbimanusSTECLA|AALB001717,AnophelesalbimanusSTECLA|AALB001718	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005331	AnophelesatroparvusEBRO|AATE000578,AnophelesatroparvusEBRO|AATE017392,AnophelesatroparvusEBRO|AATE013514	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010537	AnophelesfunestusFUMOZ|AFUN021212,AnophelesfunestusFUMOZ|AFUN021213,AnophelesfunestusFUMOZ|AFUN002915	AnophelesgambiaePEST|AGAP009100	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003752
7	12	0.124	AnophelesalbimanusSTECLA|AALB010332	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011626	AnophelesatroparvusEBRO|AATE003501,AnophelesatroparvusEBRO|AATE016643	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007941,AnophelescruziiidAnoCruzASRS3206|AcruBR1000003361	AnophelesfunestusFUMOZ|AFUN021447,AnophelesfunestusFUMOZ|AFUN021510	AnophelesgambiaePEST|AGAP008373,AnophelesgambiaePEST|AGAP011434	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001702,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010632
7	12	0.123	AnophelesalbimanusSTECLA|AALB001956,AnophelesalbimanusSTECLA|AALB001950	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010967	AnophelesatroparvusEBRO|AATE009633,AnophelesatroparvusEBRO|AATE005742	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004961	AnophelesfunestusFUMOZ|AFUN021282,AnophelesfunestusFUMOZ|AFUN003300	AnophelesgambiaePEST|AGAP009337,AnophelesgambiaePEST|AGAP009346	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004864,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009250
7	12	0.121	AnophelesalbimanusSTECLA|AALB017583	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007806,AnophelesaquasalisidAnoAquaMGQ19|AAQUA009608	AnophelesatroparvusEBRO|AATE017880,AnophelesatroparvusEBRO|AATE005950	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006961	AnophelesfunestusFUMOZ|AFUN016392,AnophelesfunestusFUMOZ|AFUN022134	AnophelesgambiaePEST|AGAP000572,AnophelesgambiaePEST|AGAP004317	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008235,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004331
7	12	0.12	AnophelesalbimanusSTECLA|AALB007112,AnophelesalbimanusSTECLA|AALB000027	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000772	AnophelesatroparvusEBRO|AATE014605,AnophelesatroparvusEBRO|AATE006053	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011992,AnophelescruziiidAnoCruzASRS3206|AcruBR1000001521	AnophelesfunestusFUMOZ|AFUN020329,AnophelesfunestusFUMOZ|AFUN003961	AnophelesgambiaePEST|AGAP011483,AnophelesgambiaePEST|AGAP008184	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006689
7	12	0.12	AnophelesalbimanusSTECLA|AALB016597,AnophelesalbimanusSTECLA|AALB000032	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010265	AnophelesatroparvusEBRO|AATE002686,AnophelesatroparvusEBRO|AATE000850	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003582,AnophelescruziiidAnoCruzASRS3206|AcruBR1000010738	AnophelesfunestusFUMOZ|AFUN000057,AnophelesfunestusFUMOZ|AFUN003966	AnophelesgambiaePEST|AGAP010132,AnophelesgambiaePEST|AGAP008179	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010339
7	12	0.119	AnophelesalbimanusSTECLA|AALB010561	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005374	AnophelesatroparvusEBRO|AATE013819,AnophelesatroparvusEBRO|AATE013521,AnophelesatroparvusEBRO|AATE001147	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001664	AnophelesfunestusFUMOZ|AFUN006152,AnophelesfunestusFUMOZ|AFUN021749	AnophelesgambiaePEST|AGAP029719,AnophelesgambiaePEST|AGAP010508	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012303,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003809
7	12	0.117	AnophelesalbimanusSTECLA|AALB001296,AnophelesalbimanusSTECLA|AALB007736	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009126	AnophelesatroparvusEBRO|AATE015802	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002922,AnophelescruziiidAnoCruzASRS3206|AcruBR1000010608	AnophelesfunestusFUMOZ|AFUN021761,AnophelesfunestusFUMOZ|AFUN020966	AnophelesgambiaePEST|AGAP008265,AnophelesgambiaePEST|AGAP000991	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013206,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000880
7	12	0.117	AnophelesalbimanusSTECLA|AALB003582,AnophelesalbimanusSTECLA|AALB003394	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000461	AnophelesatroparvusEBRO|AATE003066	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003921,AnophelescruziiidAnoCruzASRS3206|AcruBR1000004917	AnophelesfunestusFUMOZ|AFUN002314,AnophelesfunestusFUMOZ|AFUN011754	AnophelesgambiaePEST|AGAP001713,AnophelesgambiaePEST|AGAP003418	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009883,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009718
7	12	0.117	AnophelesalbimanusSTECLA|AALB005192,AnophelesalbimanusSTECLA|AALB005272	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006021	AnophelesatroparvusEBRO|AATE015845	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001237,AnophelescruziiidAnoCruzASRS3206|AcruBR1000012387	AnophelesfunestusFUMOZ|AFUN002784,AnophelesfunestusFUMOZ|AFUN007509	AnophelesgambiaePEST|AGAP006447,AnophelesgambiaePEST|AGAP006788	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004245,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009403
7	12	0.117	AnophelesalbimanusSTECLA|AALB006128,AnophelesalbimanusSTECLA|AALB004990	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008764	AnophelesatroparvusEBRO|AATE011682	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001407,AnophelescruziiidAnoCruzASRS3206|AcruBR1000005343	AnophelesfunestusFUMOZ|AFUN021504,AnophelesfunestusFUMOZ|AFUN005047	AnophelesgambiaePEST|AGAP005652,AnophelesgambiaePEST|AGAP004912	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001609,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010672
7	12	0.117	AnophelesalbimanusSTECLA|AALB006636	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012972,AnophelesaquasalisidAnoAquaMGQ19|AAQUA012608	AnophelesatroparvusEBRO|AATE019575,AnophelesatroparvusEBRO|AATE013063	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001482,AnophelescruziiidAnoCruzASRS3206|AcruBR1000002801	AnophelesfunestusFUMOZ|AFUN006739,AnophelesfunestusFUMOZ|AFUN011564	AnophelesgambiaePEST|AGAP006406,AnophelesgambiaePEST|AGAP013127	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000684
7	12	0.117	AnophelesalbimanusSTECLA|AALB007841,AnophelesalbimanusSTECLA|AALB005087	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004732	AnophelesatroparvusEBRO|AATE002123	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010515,AnophelescruziiidAnoCruzASRS3206|AcruBR1000005757	AnophelesfunestusFUMOZ|AFUN020597,AnophelesfunestusFUMOZ|AFUN001883	AnophelesgambiaePEST|AGAP010196,AnophelesgambiaePEST|AGAP006430	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013700,AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000003
